,text,sentimen,clean_teks
113,"Setiap ke Bandung selalu menginap di sini. Nyaman. Staff ramah 👍🏻. Breakfastnya juga enak-enak dan banyak pilihan. Walaupun saya seorang vegetarian tetap bisa milih berbagai makanan, bulan Agustus kemaren tumben saya harus mengeluarkan uang untuk deposite sebnyak 200.000 (walaupun saat check out dikembalikan 100% dengan proses yang sngd cepat👍🏻) tapi menurut saya deposite segitu lumayan banyak. Semoga jadi bahan pertimbangan 🙏🏻. Untuk next setiap ke Bandung tetap selalu pilihanku eL Hhotel👏🏻👍🏻 terima kasih.",positif,bandung inap nyaman staff ramah breakfastnya enakenak pilih vegetarian milih makan agustus kemaren tumben keluar uang deposite sebnyak check out kembali proses sngd cepat deposite segitu lumayan moga bahan timbang next bandung pilih el hhotel terima kasih
114,"Gak pernah nyesel nginep di hotel ini, setiap ke Bandung selalu di sini. Hotel mewah dengan budget yang ramah di kantong. Love pokoknya.",positif,gak nyesel nginep hotel bandung hotel mewah budget ramah kantong love pokok
115,"Saraoannya enak, kamarnya bersih, lokasi di tengah kota.",positif,saraoannya enak kamar bersih lokasi kota
116,"Hotel bagus, dekat ke area pusat kota. Pelayanan bagus, tempat bersih. Recommended buat kalian yang ingin liburan ke bandung.",positif,hotel bagus area pusat kota layan bagus bersih recommended libur bandung
117,Kamarnya spacious. Sarapan enak. Variatif. Pelayanan oke. Posisi hotel juga enak deket ke braga. Cuma jalan kaki 50meter sudah sampai braga. Love it.,positif,kamar spacious sarap enak variatif layan oke posisi hotel enak deket braga jalan kaki meter braga love it
118,Terbaik El hotel royale 🥰 Semuanya memuaskan ❤.,positif,baik el hotel royale muas
119,"Seneng banget nginep di El Hotel karena bersih dan nyaman terus deket juga dengan Brag, kolam renangnya juga bagus, ada air hangat. Kemaren nyoba pijit di spa nya dan hasilnya mantap, makasih ya El Hotel, next kalo ke Bandung bakal selalu nginep di sini, sarapannya juga enak dan banyak variasinya.",positif,neng banget nginep el hotel bersih nyaman deket brag kolam renang bagus air hangat kemaren nyoba pijit spa nya hasil mantap makasih ya el hotel next kalo bandung nginep sarap enak variasi
120,"Hotelnya klasik. Tapi ok banget, bersih, pelayanan ramah, lokasi strategis sekali. Jalan kaki ke braga dan asaf. Pokoknya enak sekali, makannya enak-enak dan banyak. Dan tidak terlalu rame di restorannya. Kolam renangnya bagus, anak-anak suka. Hanya saja untuk tempat duduknya terbatas dan maaih ada saja yang merokok di sekitar kolam renang. Mohon petugasnya agak ketat lagi. Overall memuaskan banget, menginap di sini. Menjadi rekomendasi kalo mau ke bandung, khususnya kalo mau explor braga, asaf dan alun-alun bandung.",positif,hotel klasik ok banget bersih layan ramah lokasi strategis jalan kaki braga asaf pokok enak makan enakenak rame restoran kolam renang bagus anakanak suka duduk batas maaih rokok kolam renang mohon tugas ketat overall muas banget inap rekomendasi kalo bandung kalo explor braga asaf alunalun bandung
121,"Kamar bersih dan nyaman, makan pagi enak dan kolam renang diawasi petugas.",positif,kamar bersih nyaman makan pagi enak kolam renang awas tugas
122,"Kamar bersih, lokasi strategis, kolam renangnya ada air hangat, breakfast menunya beragam dan enak.",positif,kamar bersih lokasi strategis kolam renang air hangat breakfast menu agam enak
123,"Hotelnya bersih, kamar luas, lobbynya keren buat foto-foto, sarapan bervariasi, deket dengan Braga tinggal jalan kaki, staf hotel ramah-ramah, keren buat eL Hotel Bandung. 🥰.",positif,hotel bersih kamar luas lobbynya keren fotofoto sarap variasi deket braga tinggal jalan kaki staf hotel ramahramah keren el hotel bandung
124,"Bagus, nyaman, pokoknya recommended.",positif,bagus nyaman pokok recommended
125,Waktu check in jam 3 beda dengan hotel lain. Menunggu 30 menit tapi dapat upgrade room yang ada bathtub. View balkon cantik ke kolam renang. Ngga kena suara klakson kereta api. Cari parkir juga mudah di basement. Jalan kaki 5 menit ke Jalan Braga pusat kuliner. Sarapan enak dan banyak varian. Kolam renang luas ada air hangat. Proses checkout mudah. Semua ISTIMEWA.,positif,check in jam beda hotel tunggu menit upgrade room bathtub view balkon cantik kolam renang ngga kena suara klakson kereta api cari parkir mudah basement jalan kaki menit jalan braga pusat kuliner sarap enak varian kolam renang luas air hangat proses checkout mudah istimewa
126,"Proses check in cepat, untuk kamar ok (sayangnya tidak ada kran untuk wudhu), rasa dari makanannya ok banget.",positif,proses check in cepat kamar ok sayang kran wudhu makan ok banget
127,"Kamar bersih dan luas, ada kolam renang air hangat, bisa jalan kaki ke Braga n Alun Alun. Sarapan enak, sampai istri yang biasanya jarang sarapan di hotel pas di sini lahap banget. Recommended deh.",positif,kamar bersih luas kolam renang air hangat jalan kaki braga n alun alun sarap enak istri jarang sarap hotel pas lahap banget recommended deh
128,Rekomend untuk hotel dan letak hotelnya.,netral,rekomend hotel letak hotel
129,"Kamar bersih, kolam renang bersih, sarapan pagi berbagai menu dan ini penginapan ke 2x saya, dapat upgrade kamar merdeka dari yang sebelum pemesananya kamar Lembong next kalau ke Bandung pasti nginep kembali di éL Hotel Bandung, happy staycation family.",positif,kamar bersih kolam renang bersih sarap pagi menu inap x upgrade kamar merdeka sana kamar lembong next bandung nginep l hotel bandung happy staycation family
130,"Kalau ke bandung selalu menginap di sini, hotelnya dekat dari pusat kota apalagi Braga jadi kalau mau jalan-jalan ke Braga jalan kaki dekat sekali, kamarnya bagus dan sarapannya enak dan variatif.",positif,bandung inap hotel pusat kota braga jalanjalan braga jalan kaki kamar bagus sarap enak variatif
131,Excellent. Semua bagian kamar bersih. Semua menu sarapannya enak banget. Semua staff ramah.,positif,excellent kamar bersih menu sarap enak banget staff ramah
132,"Kedua kalinya menginap di sini & selalu puas dengan pelayanannya. Kamar luas, bersih, nyaman, kolam renangnya juga bersih, sarapan cukup lengkap & enak semua. Selalu jadi pilihan hotel kalo main ke Bandung 😊.",positif,kali inap puas layan kamar luas bersih nyaman kolam renang bersih sarap lengkap enak pilih hotel kalo main bandung
133,"Setiap ke bandung menginap di sini, pelayanannya ramah, dan cepat. Sampe hotel jam 12 sudah boleh cekin padahal aturanya jam 3. View bagus kolam air hangat ada. Makanan enak pokonya syukaa.",positif,bandung inap layan ramah cepat sampe hotel jam cekin aturanya jam view bagus kolam air hangat makan enak poko syukaa
134,Nyaman banget. Bersih makanan enak.,positif,nyaman banget bersih makan enak
135,"Lokasi super strategis 2 menit jalan kaki ke Braga, hotel luas, ramah, kamar bagus hanya kamar mandi super sempit. Pasti balik sini karena hotel bagus dengan harga terjangkau.",positif,lokasi super strategis menit jalan kaki braga hotel luas ramah kamar bagus kamar mandi super sempit hotel bagus harga jangkau
136,"Terima kasih atas pengalaman yang menyenangkan selama nginep di sini! Proses check in-nya cukup cepet apalagi sedang musim liburan saat ini jadi rame banget. Makanan, interior, pelayanan, semuanya bagus! ✨️ thank your for all the staff and please stay healthy 🫶",positif,terima kasih alam senang nginep proses check innya cepet musim libur rame banget makan interior layan bagus thank your for all the staff and please stay healthy
137,"Lokasi strategis, kamar yang nyaman, pelayanan yang ramah.",positif,lokasi strategis kamar nyaman layan ramah
138,"Saya sangat senang menginap di hotel ini, dekat dengan perkotaan, kolam renang ada fasilitas air panasnya, sahur atau breakfast yang cukup beragam menu dan enak, hanya saja anak di atas 5 tahun ada tambah biaya 1 anak 50ribu harusnya biaya breakfast masuk ke dalam biaya saat menginap saja, agar tidak merepotkan.",positif,senang inap hotel kota kolam renang fasilitas air panas sahur breakfast agam menu enak anak biaya anak ribu biaya breakfast masuk biaya inap repot
139,"Bagus banget buat nginap, kamarnya bagus dan bersih. Interiornya juga udah mantap 👍.",positif,bagus banget nginap kamar bagus bersih interior udah mantap
140,"Tiap ke Bandung pasti nginepnya di sini mulu. Selain akses yang mudah, harga yang affordable, yang bikin pengen balik mulu tuh makanannya yang super enak dan bervarian. Ini sih harusnya bintang 5.",positif,bandung nginepnya mulu akses mudah harga affordable bikin ken mulu tuh makan super enak varian sih bintang
141,"Hotel terletak di tengah kota Bandung dekat ke mana-mana mau ke Braga, Asia Afrika atau Alun alun tinggal jalan kaki lobby luas ada welcome drink jus jambu kamar luas dan bersih kolam renang besar dan ada kolam berendam air panasnya staff semuanya ramah serta sarapan pagi semua makanan enak terutama soto daging kwali nya. eL Hotel Royale Bandung 👍.",positif,hotel letak kota bandung manamana braga asia afrika alun alun tinggal jalan kaki lobby luas welcome drink jus jambu kamar luas bersih kolam renang kolam rendam air panas staff ramah sarap pagi makan enak soto daging kwali nya el hotel royale bandung
142,"Selalu nginep di hotel ini kalo ke Bandung, kamarnya bersih, nyaman, sarapannya enak, kolam renangnya mantap, dekat ke Braga, pokoknya puas deh. Thank you eL Hotel Royale Bandung.",positif,nginep hotel kalo bandung kamar bersih nyaman sarap enak kolam renang mantap braga pokok puas deh thank you el hotel royale bandung
143,"Tengah kota, kamar luas, kolam renang luas, sarapan variatif, enak juga. Minusnya terlalu ramai karena banyak acara di hallroom nya, sama satu lagi, kolam renangnya terlalu banyak kaporit bikin rambut keras, kulit dan mata perih 😢 sisanya good semua. 👍",positif,kota kamar luas kolam renang luas sarap variatif enak minus ramai acara hallroom nya kolam renang kaporit bikin rambut keras kulit mata perih sisa good
144,"Hotel nya bagus keren, ke braga bisa jalan kaki, banyak makanan.",positif,hotel nya bagus keren braga jalan kaki makan
145,Untuk menu breakfast nya banyak banget enak-enak semua. Kolam renangnya bersih nyaman dan enak. Cuma untuk kamar ya biasa aja. Overall puas.,positif,menu breakfast nya banget enakenak kolam renang bersih nyaman enak kamar ya aja overall puas
146,"Bikin pengen balik lagi ke hotel ini karena nyaman, staffnya ramah, kebersihannya dijaga banget, breakfastnya juga enak-enak 👌 i like this places ✨.",positif,bikin ken hotel nyaman staffnya ramah bersih jaga banget breakfastnya enakenak i like this places
147,"Ini kedua kali stay di eL Hotel Royale Bandung. Hotel bangunan lama benernya, tapi bersih banget, terawat. Room saya gak ada masalah sama sekali, pool besar, airnya bersih, ada pool buat anak-anak juga. Petugas hotel ramah, dan terutama breakfastnya, enak semua rasanya. Soal lokasi gak usah kuatir, tinggal jalan kaki sampe ke Jalan Braga, bisa kulineran atau cuma sekedar beli kopi doang juga boleh. Deket juga ke alun-alun Bandung. Sedikit kurang di tempat parkir karena sedikit sempit. But its ok. Untung pake mobil kecil.",positif,kali stay el hotel royale bandung hotel bangun benernya bersih banget awat room gak pool air bersih pool anakanak tugas hotel ramah breakfastnya enak lokasi gak kuatir tinggal jalan kaki sampe jalan braga kuliner dar beli kopi doang deket alunalun bandung parkir sempit but its ok untung pake mobil
148,Kita mah langganan di situ. Sangat recommended.,positif,mah langgan situ recommended
149,Kamar luas. Fasilitas ok. Channel tv lengkap. Wifi ngebut. Sarapan puas.,positif,kamar luas fasilitas ok channel tv lengkap wifi ngebut sarap puas
150,"Keren sih, check-in/out cepet, dapet room viewnya ke arah rel kereta, sesuai request 😉 jadi anak-anak ada hiburan lain, liat kereta dari lantai 16, sarapan lumayan lengkap, AC dingin, sedikit agak kurang paling kolam berasa klorinnya, sama TV yang agak jadul+remote nya bukan ori jadi agak susah pas pindah-pindah channel, tapi tetep keren lah. Jadi salah satu favorit kalo nanti staycation lagi. Makasih eL Hotel Royale Bandung.",negatif,keren sih checkinout cepet dapet room viewnya arah rel kereta sesuai request anakanak hibur liat kereta lantai sarap lumayan lengkap ac dingin kolam asa klorin tv jadulremote nya ori susah pas pindahpindah channel tetep keren salah favorit kalo staycation makasih el hotel royale bandung
151,"Pertama kalinya nginep di eL Hotel Royale Bandung. Sangat memuaskan, pokoknya wajib nginep di sini. Pelayannya ramah-ramah banget, kamar bersih, semua bersih dan wangi. Nyaman adem. Sarapannya juga banyak pilihan, enak-enak banget semuanya. Sangat recommended ☺️",positif,kali nginep el hotel royale bandung muas pokok wajib nginep layan ramahramah banget kamar bersih bersih wangi nyaman adem sarap pilih enakenak banget recommended
152,Keren proses check in gampang makanan enak kamar bersih cuma banyak di dalam lift yang asal mencet no lantai tanpa kartu padahal hanya lewat kartu baru otomatis lantai kita menginap menyala.,positif,keren proses check in gampang makan enak kamar bersih lift mencet no lantai kartu kartu otomatis lantai inap nyala
153,Hotel yang menyenangkan & sangat nyaman. 🥰,positif,hotel senang nyaman
154,"Baru pertama kali nginep di eL Hotel Royale Bandung dari lobby udah terlihat mewah, kamar yang bagus, luas, nyaman, bersih, ditambah sarapan yang enak-enak. Next bisa berkunjung lagi nanti kalau liburan ke Bandung, thank you.",positif,kali nginep el hotel royale bandung lobby udah mewah kamar bagus luas nyaman bersih tambah sarap enakenak next kunjung libur bandung thank you
155,Udah 3x kemari. Kl lagi males explore hotel yang lain. Ini jadi runukan utama ketika menginap d bandung. No debat.,negatif,udah x kemari kl males explore hotel runukan utama inap d bandung no debat
156,"Hotel nyaman, lokasi strategis fasilitas lengkap … selalu punya kenangan jika menginap di sini.",positif,hotel nyaman lokasi strategis fasilitas lengkap kenang inap
157,Gak pernah kecewa deh kl staycation di sini.,positif,gak kecewa deh kl staycation
158,"Pertama kali menginap di sini, so far nyaman sekali, untuk breakfast banyak pilihan menu dan rasanya juara, thank you eL Hotel Royale Bandung, alhamdulillah dapat best city view.",positif,kali inap so far nyaman breakfast pilih menu juara thank you el hotel royale bandung alhamdulillah best city view
159,"Pelayan hotelnya ramah, menu makanan bervariasi. Overall is the best 😁👍.",positif,layan hotel ramah menu makan variasi overall is the best
160,"2 malam menginap di sini bersama keluarga sangat menyenangkan, staf ramah, sarapan bervariasi, kamar bersih, kolam renang besar dan ada air hangatnya semoga suatu saat nanti bisa liburan ke sini lagi 🤗.",positif,malam inap keluarga senang staf ramah sarap variasi kamar bersih kolam renang air hangat moga libur
